STUDENTID,V1,VH098810,VH098519,VH098808,VH139047,VH098759,VH098740,VH134366,VH098753,VH134387,VH098783,BlockRev,VH098812,VH139196,VH134373,VH098839,VH098597,VH098556,VH098522,VH098779,VH098834,Average,Total,Label
2333140340,6,27,69,178,338,124,75,191,118,36,95,,109,142,167,32,,,,,,113.80,28.45,TRUE
2333140447,13,26,81,41,66,25,60,123,27,61,61,19,52,157,76,53,46,25,28,23,46,52.81,18.48,TRUE
2333140692,9,13,27,36,27,17,18,70,68,8,61,1,40,52,26,82,60,18,72,15,65,37.38,13.08,FALSE
2333141451,11,19,36,77,96,123,22,76,178,94,168,9,79,84,134,102,38,20,58,13,86,72.52,25.38,TRUE
2333141532,8,30,36,66,85,90,41,52,123,61,71,7,52,141,433,117,36,18,36,18,121,78.19,27.37,FALSE
2333141737,13,32,46,99,124,162,127,88,68,44,85,9,103,132,59,44,44,46,114,15,43,71.29,24.95,TRUE
2333142148,12,33,36,140,48,134,86,64,78,104,56,1,62,111,239,130,38,47,107,18,45,75.67,26.48,FALSE
2333142393,3,42,77,81,43,127,29,402,49,45,76,6,74,76,87,93,28,9,19,22,64,69.14,24.20,TRUE
2333143071,12,14,67,63,38,101,59,67,25,16,73,9,63,75,14,43,14,32,71,12,21,42.33,14.82,TRUE
2333143322,3,12,23,27,114,181,51,281,60,22,40,8,64,54,198,45,32,24,163,21,42,69.76,24.42,TRUE
2333143420,10,34,67,67,105,45,83,152,84,162,51,19,65,58,83,123,29,66,70,29,69,70.05,24.52,TRUE
2333143527,8,28,78,67,77,80,66,111,135,38,114,18,84,80,101,157,66,84,32,50,33,71.76,25.12,FALSE
2333143675,,32,91,41,95,79,39,84,141,29,165,18,104,216,136,50,115,38,89,29,53,82.20,27.40,FALSE
2333144370,6,15,48,38,49,146,27,55,51,13,93,4,49,49,136,45,49,34,112,25,48,52.00,18.20,TRUE
2333144523,12,16,43,36,70,145,71,79,169,72,55,22,37,177,70,123,56,23,70,46,41,68.24,23.88,FALSE
2333144591,7,12,49,61,91,49,31,82,28,45,186,5,33,35,28,71,50,14,9,23,22,44.33,15.52,FALSE
2333144671,9,18,48,41,217,118,18,110,52,40,76,5,39,41,73,52,64,30,42,21,38,54.86,19.20,TRUE
2333144841,8,24,64,75,128,187,39,83,77,109,115,2,99,139,120,87,39,15,53,54,99,76.95,26.93,TRUE
2333144973,15,22,43,51,156,182,49,150,69,119,97,,94,138,93,133,37,30,78,118,63,86.85,28.95,TRUE
2333145791,5,16,40,50,53,33,18,50,56,41,29,83,35,35,126,29,34,15,24,10,43,39.29,13.75,FALSE
2333146313,9,18,59,123,165,227,56,78,166,40,191,9,75,107,95,52,61,14,69,24,66,81.14,28.40,FALSE
2333146739,12,30,160,56,78,97,46,176,341,238,270,,189,86,,,,,,,,136.85,29.65,TRUE
2333146810,6,16,30,26,54,163,42,57,47,49,94,3,41,39,97,27,29,20,43,64,59,47.90,16.77,FALSE
2333146917,8,16,100,54,97,91,36,109,21,67,143,15,43,98,81,68,38,42,138,59,72,66.48,23.27,FALSE
2333146984,6,40,85,59,149,135,54,143,130,133,119,,76,132,182,118,111,31,,24,,95.94,28.78,FALSE
2333147018,10,7,23,90,54,72,37,56,32,47,29,6,30,75,60,49,68,16,20,22,38,40.05,14.02,FALSE
2333147328,3,145,463,259,267,104,81,96,80,113,,,1,,,,,,7,,,134.92,26.98,FALSE
2333147573,8,49,162,72,104,60,35,120,68,34,56,3,60,58,187,69,31,10,79,16,34,62.62,21.92,TRUE
2333147671,28,38,127,86,81,286,83,218,102,72,72,23,65,123,62,19,7,33,153,13,14,81.19,28.42,FALSE
2333147832,9,21,69,215,143,218,26,207,36,28,69,,97,58,155,138,35,,,,,95.25,25.40,FALSE
2333148260,11,50,53,151,428,103,41,161,87,41,195,,58,123,52,42,54,28,,,,98.71,27.97,TRUE
2333148511,4,12,103,18,295,88,44,148,32,36,42,6,102,67,140,33,40,25,12,16,88,64.33,22.52,FALSE
2333149461,120,66,26,31,130,14,62,132,25,26,66,104,27,133,77,40,32,42,21,78,34,61.24,21.43,FALSE
2333149541,13,31,239,116,267,43,46,77,109,111,171,,96,166,134,32,,,,,,110.07,27.52,TRUE
2333150817,8,20,55,47,45,79,65,147,65,62,31,3,26,78,61,39,46,10,20,15,28,45.24,15.83,TRUE
2333150990,19,36,88,44,361,84,32,75,20,94,27,27,90,83,277,46,15,93,26,25,58,77.14,27.00,TRUE
2333151155,10,11,52,35,35,86,47,95,50,124,49,3,51,36,39,47,34,37,9,25,24,42.81,14.98,FALSE
2333151341,8,9,45,28,135,114,31,173,9,56,29,7,41,91,128,139,44,28,45,41,60,60.05,21.02,FALSE
2333151503,5,34,30,85,56,69,52,109,114,81,40,1,77,60,180,52,20,36,21,13,54,56.62,19.82,FALSE
2333151759,7,27,92,131,46,47,42,93,275,80,133,,84,165,124,75,62,42,74,61,105,88.25,29.42,TRUE
2333152194,6,14,80,108,143,137,70,123,60,13,175,11,68,30,67,55,23,26,95,19,65,66.10,23.13,TRUE
2333152445,12,18,56,37,227,65,88,158,24,74,107,7,55,117,24,54,40,21,29,18,30,60.05,21.02,FALSE
2333152763,9,14,95,102,56,230,89,85,93,53,92,5,54,73,71,53,35,24,31,51,100,67.38,23.58,TRUE
2333152895,10,21,53,93,171,134,52,204,55,68,66,7,68,43,76,59,49,23,38,17,63,65.24,22.83,FALSE
2333152950,7,26,53,20,68,193,63,82,141,177,89,22,87,153,271,47,26,46,38,19,38,79.33,27.77,TRUE
2333153042,10,19,80,83,47,134,45,136,217,62,95,7,47,77,284,54,30,17,74,12,30,74.29,26.00,TRUE
2333153387,11,34,46,46,157,29,55,57,16,95,126,15,106,173,58,117,38,11,82,24,21,62.71,21.95,FALSE
2333154081,4,12,40,72,126,108,39,68,44,52,70,10,78,83,42,68,90,11,119,21,49,57.43,20.10,FALSE
2333154405,8,14,36,69,136,98,52,86,68,193,40,9,59,110,232,53,35,20,27,55,59,69.48,24.32,TRUE
2333154642,15,16,59,35,50,108,47,67,66,43,57,5,68,103,146,70,96,25,262,52,141,72.90,25.52,TRUE
2333156092,4,52,273,264,117,147,58,159,95,132,63,,106,22,,,,,,,,114.77,24.87,TRUE
2333156246,12,61,36,151,288,175,55,217,136,119,76,6,39,76,98,55,17,14,23,24,13,80.52,28.18,TRUE
2333156785,3,19,45,65,63,144,62,79,62,42,77,8,26,150,90,82,42,21,38,20,38,56.00,19.60,TRUE
2333157137,3,50,74,140,43,68,59,106,134,271,71,8,20,84,169,55,21,79,24,11,84,74.95,26.23,FALSE
2333157145,7,35,46,50,82,87,58,137,80,51,71,8,36,63,96,64,18,7,22,10,27,50.24,17.58,FALSE
2333157226,45,35,57,75,217,175,67,226,33,124,145,,133,140,136,53,4,32,,,,99.82,28.28,FALSE
2333158044,5,36,63,71,57,59,90,75,76,84,222,13,127,164,172,112,83,17,40,102,68,82.67,28.93,TRUE
2333158320,5,15,114,61,139,42,57,107,63,108,40,43,82,74,30,96,76,69,133,59,89,71.52,25.03,TRUE
2333158397,11,54,118,77,174,54,43,138,65,122,151,6,87,101,127,76,83,21,76,66,70,81.90,28.67,TRUE
2333159083,8,16,113,215,106,126,38,144,97,47,108,6,94,141,71,43,78,18,184,14,42,81.38,28.48,TRUE
2333159687,9,16,65,108,67,88,19,137,114,90,51,22,73,55,94,71,49,27,47,35,43,60.95,21.33,TRUE
2333160197,6,28,67,47,131,163,19,179,242,242,129,,106,130,22,,,,,,,107.93,25.18,TRUE
2333160464,11,21,35,128,128,111,28,144,48,46,79,9,36,46,82,54,39,44,65,67,57,60.86,21.30,TRUE
2333160782,7,14,47,73,136,80,49,127,79,65,61,12,81,109,79,47,35,36,22,31,80,60.48,21.17,TRUE
2333161134,10,35,48,53,156,78,34,122,93,107,76,18,63,56,142,135,39,18,72,36,54,68.81,24.08,TRUE
2333161215,12,39,52,91,69,113,91,171,201,165,90,,81,104,98,121,51,43,7,57,70,86.30,28.77,TRUE
2333161975,14,23,66,46,220,119,59,145,146,82,63,2,88,158,58,67,42,22,88,41,170,81.86,28.65,TRUE
2333162076,7,17,33,61,89,87,37,104,64,54,56,7,59,84,71,99,30,51,38,19,71,54.19,18.97,TRUE
2333162661,5,20,20,5,17,4,16,39,3,6,6,7,4,22,6,3,4,4,7,3,4,9.76,3.42,FALSE
2333163005,9,14,30,52,93,97,37,115,62,68,45,127,83,96,99,29,27,12,40,11,104,59.52,20.83,TRUE
2333163269,8,27,207,60,72,139,68,106,53,108,54,8,61,116,198,88,47,11,22,35,31,72.33,25.32,TRUE
2333163421,18,27,50,77,94,84,27,112,51,20,75,8,106,22,40,113,41,45,59,29,59,55.10,19.28,TRUE
2333163528,11,26,28,75,96,25,28,177,72,156,33,15,147,249,41,92,20,19,116,26,151,76.33,26.72,FALSE
2333164613,10,29,107,113,172,346,45,335,425,56,65,,68,,,,,,,,,147.58,29.52,FALSE
2333165393,3,15,38,77,104,81,43,347,24,7,350,,280,62,46,76,152,46,,20,,98.39,29.52,TRUE
2333165903,10,20,61,75,108,169,42,224,75,103,93,10,89,94,104,117,31,23,72,74,105,80.90,28.32,TRUE
2333166152,8,25,38,66,84,54,40,84,80,40,50,6,62,61,87,82,22,43,24,31,52,49.48,17.32,FALSE
2333166314,7,15,81,81,126,80,31,132,59,54,114,19,74,147,60,27,37,40,51,95,224,74.00,25.90,TRUE
2333166691,11,18,52,96,354,330,37,168,80,86,52,,86,115,99,114,28,,,,,107.88,28.77,TRUE
2333166993,14,24,78,44,192,100,22,210,36,40,32,101,63,62,62,40,54,12,6,10,43,59.29,20.75,TRUE
2333167256,6,36,122,105,128,100,89,153,84,57,120,6,121,66,101,39,57,22,181,47,99,82.81,28.98,TRUE
2333168198,5,20,18,73,189,56,68,89,50,19,119,8,56,76,67,75,64,25,44,14,55,56.67,19.83,FALSE
2333168368,16,31,66,189,139,45,37,234,54,98,42,,80,217,151,98,4,11,57,20,43,81.60,27.20,TRUE
2333168384,20,14,76,120,82,76,94,146,189,112,138,,188,197,82,59,3,16,4,44,39,84.95,28.32,TRUE
2333169143,13,18,34,97,187,205,48,219,57,95,66,20,100,147,81,57,50,12,100,14,49,79.48,27.82,FALSE
2333169640,8,11,71,114,150,98,29,95,83,9,13,4,64,44,54,27,47,16,87,65,24,53.00,18.55,FALSE
2333169801,8,56,41,33,44,78,33,54,100,128,39,7,40,53,95,30,21,31,21,41,28,46.71,16.35,TRUE
2333170338,9,18,45,30,97,157,65,81,114,57,67,11,43,81,216,52,33,42,98,16,33,65.00,22.75,TRUE
2333170494,9,64,36,51,105,32,42,151,41,47,115,6,122,85,61,92,56,56,15,33,69,61.33,21.47,TRUE
2333170834,10,17,46,37,87,166,41,340,183,99,69,7,63,143,132,73,57,35,27,17,93,82.95,29.03,FALSE
2333171181,9,22,70,152,147,180,23,110,66,84,39,11,58,81,114,104,47,29,18,29,59,69.14,24.20,TRUE
2333171270,6,69,37,41,78,100,44,216,10,37,77,31,53,83,41,46,10,28,105,32,26,55.71,19.50,FALSE
2333171342,7,39,37,77,35,142,17,77,151,80,121,14,139,136,47,45,21,19,30,12,30,60.76,21.27,FALSE
2333171598,6,9,15,12,32,16,6,114,6,11,6,7,11,33,44,27,30,8,26,16,13,21.33,7.47,FALSE
2333171971,7,10,45,48,52,120,51,67,94,79,35,5,49,94,215,48,36,8,221,15,35,63.52,22.23,FALSE
2333172446,16,16,61,31,71,42,79,171,84,48,98,5,73,57,233,73,82,40,72,23,38,67.29,23.55,TRUE
2333172471,8,34,56,71,57,177,62,112,231,194,97,,60,197,97,50,46,39,17,27,68,85.00,28.33,TRUE
2333172578,8,16,102,99,87,32,37,151,69,73,77,11,38,39,55,61,74,27,86,84,45,60.52,21.18,TRUE
2333172632,10,17,44,22,112,126,39,115,95,51,150,6,81,90,71,55,44,42,32,50,52,62.10,21.73,TRUE
2333172721,4,15,29,32,92,74,34,107,119,29,28,50,24,47,48,46,18,16,37,13,35,42.71,14.95,FALSE
2333173060,18,42,101,85,271,106,89,127,93,72,113,25,86,58,63,50,78,21,70,39,20,77.48,27.12,TRUE
2333174767,9,14,22,80,65,22,32,100,47,27,30,9,34,97,54,21,14,13,29,18,33,36.67,12.83,FALSE
2333175534,7,18,83,57,76,197,70,92,189,97,109,,180,57,139,90,72,30,15,45,61,84.20,28.07,FALSE
2333175704,10,16,35,35,59,68,20,58,26,31,47,5,65,52,15,67,19,16,69,30,102,40.24,14.08,TRUE
2333175925,13,19,64,40,106,127,63,141,131,97,143,19,86,61,215,87,86,40,67,43,35,80.14,28.05,TRUE
2333176221,10,17,23,46,32,91,55,119,103,39,43,10,68,186,72,58,25,16,43,9,27,52.00,18.20,FALSE
2333176379,7,15,103,68,181,246,70,284,78,66,120,,85,311,,,,,,,,125.69,27.23,TRUE
2333176417,11,14,59,34,36,61,38,53,94,75,37,6,65,51,81,48,32,31,19,57,54,45.52,15.93,TRUE
2333177227,15,26,41,91,81,128,40,94,194,370,89,,74,38,151,112,28,14,2,30,99,85.85,28.62,TRUE
2333177561,9,22,44,44,72,60,26,92,96,121,55,14,78,57,62,51,51,23,19,23,23,49.62,17.37,TRUE
2333177723,8,22,63,53,55,172,34,354,96,260,70,6,75,104,89,47,40,15,20,19,55,78.90,27.62,FALSE
2333177910,6,12,49,52,25,41,38,108,66,175,88,1,83,129,176,58,39,31,114,83,41,67.38,23.58,FALSE
2333178070,3,22,122,64,112,38,48,86,100,10,162,7,58,85,42,11,19,30,76,15,74,56.38,19.73,FALSE
2333178096,16,53,64,74,315,41,41,377,43,39,30,1,90,82,79,37,33,21,71,44,16,74.62,26.12,TRUE
2333178452,9,14,45,25,64,87,32,124,87,31,41,3,20,121,19,70,12,29,53,35,61,46.76,16.37,FALSE
2333178754,9,23,67,99,87,126,97,146,191,201,72,3,72,89,102,72,60,27,16,12,46,77.00,26.95,TRUE
2333179262,8,24,37,162,186,134,33,87,13,94,72,4,48,64,108,69,56,96,66,15,53,68.05,23.82,TRUE
2333180201,10,31,31,59,60,65,52,64,86,65,48,23,38,58,61,84,43,42,22,25,117,51.62,18.07,FALSE
2333180309,7,29,90,105,84,123,57,271,382,90,65,,49,68,113,137,27,14,5,20,20,87.80,29.27,TRUE
2333181569,12,41,47,71,50,508,43,112,36,43,64,23,100,118,57,67,41,27,175,31,73,82.81,28.98,TRUE
2333181691,8,13,41,91,110,149,40,226,127,30,56,10,36,45,165,26,51,36,25,47,50,65.81,23.03,TRUE
2333181755,8,21,48,46,52,143,101,135,65,71,83,8,100,65,168,72,64,40,79,35,107,71.95,25.18,TRUE
2333182093,8,24,34,177,80,173,34,165,136,135,16,5,113,100,246,40,20,32,123,13,32,81.24,28.43,FALSE
2333182158,8,34,53,91,85,117,49,110,132,153,60,7,35,38,79,61,37,21,88,15,45,62.76,21.97,FALSE
2333182506,11,48,94,41,202,67,80,308,54,38,220,17,109,32,107,63,25,97,9,28,5,78.81,27.58,TRUE
2333182689,15,18,98,36,,,,69,25,22,300,6,107,116,111,42,86,11,1,,2,62.65,17.75,FALSE
2333182786,16,69,28,77,146,169,51,153,74,56,225,,126,212,158,101,28,,,,,105.56,28.15,FALSE
2333183103,4,20,49,37,43,476,23,123,87,28,213,13,60,120,79,39,98,9,52,20,34,77.48,27.12,TRUE
2333183731,6,35,80,54,107,152,60,191,66,49,121,7,74,107,270,30,34,21,61,18,133,79.81,27.93,TRUE
2333183880,8,18,25,100,110,117,28,66,224,64,32,4,63,82,95,32,29,14,52,19,42,58.29,20.40,FALSE
2333184339,3,7,46,44,146,57,25,46,23,68,25,1,54,32,91,43,40,13,29,23,26,40.10,14.03,FALSE
2333184894,9,60,154,233,62,128,59,222,105,40,102,,150,66,75,147,28,11,21,23,19,85.70,28.57,TRUE
2333185041,11,16,102,104,162,181,75,199,67,38,125,,124,49,116,77,40,15,26,12,63,80.10,26.70,FALSE
2333185076,27,87,198,242,633,345,22,,,,,,,,,,,,,,,222.00,25.90,FALSE
2333185327,22,53,43,65,102,59,93,97,42,87,226,12,108,81,91,83,61,35,37,21,64,70.57,24.70,TRUE
2333185998,8,16,42,159,105,149,45,132,249,32,34,19,50,66,168,59,23,18,127,52,98,78.62,27.52,TRUE
2333186170,12,15,156,58,178,115,48,63,45,38,30,245,89,233,117,58,28,26,45,17,62,79.90,27.97,TRUE
2333186340,20,32,220,85,108,107,80,157,104,93,43,,94,110,162,108,58,22,42,19,45,85.45,28.48,TRUE
2333186374,14,47,172,97,228,134,86,255,124,92,61,,39,39,53,107,20,16,40,26,49,84.95,28.32,FALSE
2333187036,8,38,101,114,67,217,52,210,124,38,97,18,70,66,133,52,80,85,51,47,28,80.76,28.27,TRUE
2333187460,8,10,28,55,62,75,31,233,46,84,79,3,49,76,205,86,24,12,108,10,21,62.14,21.75,TRUE
2333189578,5,14,43,96,112,108,56,129,82,36,61,15,51,69,59,41,34,13,52,15,30,53.38,18.68,TRUE
2333190100,5,15,229,104,44,197,92,278,79,74,47,,58,330,138,11,,,,,,113.40,28.35,TRUE
2333190355,8,15,93,20,115,143,48,159,73,194,95,7,104,142,60,76,46,33,115,28,66,78.10,27.33,TRUE
2333190436,13,18,69,120,384,82,48,192,194,233,173,,64,101,64,,,,,,,125.36,29.25,TRUE
2333191653,4,7,48,56,49,82,33,144,152,52,63,2,70,57,108,69,39,22,58,14,60,56.62,19.82,FALSE
2333191807,3,10,26,144,60,80,50,70,78,24,50,14,85,67,53,92,51,16,187,25,62,59.38,20.78,TRUE
2333192315,6,14,46,135,59,83,41,58,97,136,40,1,37,50,74,36,26,10,24,20,35,48.95,17.13,FALSE
2333192561,11,19,34,35,12,114,25,197,179,209,39,8,31,75,74,62,25,22,74,17,33,61.67,21.58,TRUE
2333192820,10,21,47,47,124,200,74,54,125,179,62,39,78,58,225,57,33,35,115,35,137,83.57,29.25,TRUE
2333193079,3,21,136,34,40,157,57,154,113,111,82,10,87,117,235,66,76,22,55,43,52,79.57,27.85,TRUE
2333193419,9,19,60,58,285,63,59,150,64,81,119,5,63,41,87,39,57,23,29,21,44,65.52,22.93,TRUE
2333193761,6,25,53,88,153,119,24,101,44,58,132,24,46,40,75,79,20,32,47,28,39,58.71,20.55,TRUE
2333194601,11,43,32,62,69,166,43,133,35,31,66,11,40,63,94,33,51,17,50,27,61,54.19,18.97,FALSE
2333194792,15,30,66,39,72,73,64,118,417,59,51,27,72,129,31,58,34,40,105,22,47,74.71,26.15,TRUE
2333195748,22,20,187,150,104,75,70,140,306,50,79,,61,92,105,173,57,22,,33,20,92.95,29.43,TRUE
2333195896,8,28,90,63,72,92,50,102,110,48,91,11,67,86,150,76,110,28,110,40,88,72.38,25.33,TRUE
2333196094,7,13,44,44,85,144,31,120,142,61,74,7,81,94,68,39,93,11,29,15,44,59.33,20.77,TRUE
2333197180,8,14,92,123,57,142,76,98,147,54,31,9,55,125,221,43,23,12,64,16,131,73.38,25.68,TRUE
2333198437,4,25,62,58,169,122,39,131,118,82,307,3,156,151,139,79,23,44,,14,,90.84,28.77,TRUE
2333198534,18,60,282,137,109,321,67,91,34,166,64,,283,36,,,,,,,,128.31,27.80,TRUE
2333198941,4,23,90,88,130,51,68,216,115,74,152,,153,120,244,85,60,22,,27,17,91.53,28.98,FALSE
2333199042,15,37,46,57,371,124,68,166,53,39,99,2,88,114,64,68,44,51,151,20,72,83.29,29.15,TRUE
2333199298,10,31,37,112,237,131,79,152,96,105,39,3,50,94,17,45,33,32,172,42,35,73.90,25.87,FALSE
2333199638,8,28,46,73,68,81,33,121,237,150,48,7,58,157,219,60,73,12,67,19,33,76.10,26.63,TRUE
2333199883,14,26,60,96,77,105,72,107,48,86,47,5,78,77,145,60,35,17,43,16,68,61.05,21.37,TRUE
2333200075,7,22,52,35,124,88,77,142,74,61,86,21,100,76,90,50,65,37,55,48,65,65.48,22.92,TRUE
2333200571,9,14,58,55,64,69,16,85,158,170,69,5,36,53,52,74,16,11,48,90,30,56.29,19.70,FALSE
2333200776,11,21,51,134,106,136,34,82,206,86,77,73,42,152,117,82,56,20,28,32,40,75.52,26.43,TRUE
2333202469,10,35,35,50,79,136,36,81,66,111,97,2,58,89,175,122,27,15,149,20,44,68.43,23.95,TRUE
2333202884,4,17,86,184,92,152,58,86,82,17,41,147,55,80,38,81,40,84,97,62,184,80.33,28.12,FALSE
2333203414,7,25,63,58,54,95,42,200,104,93,86,19,44,118,81,70,172,14,54,41,42,70.57,24.70,TRUE
2333203635,21,21,31,44,51,241,42,110,69,63,89,309,51,69,166,57,49,22,80,29,41,78.81,27.58,FALSE
2333203724,24,19,44,38,142,124,40,186,39,46,67,2,36,131,145,25,72,9,103,64,38,66.38,23.23,TRUE
2333204488,11,40,64,136,58,129,54,163,182,68,50,,123,189,79,180,56,32,53,38,53,87.90,29.30,TRUE
2333204577,5,25,65,60,98,160,35,132,90,29,120,18,78,66,138,58,26,14,38,56,68,65.67,22.98,TRUE
2333204836,10,33,82,118,39,83,42,93,34,136,42,11,67,86,82,44,23,36,19,18,35,53.95,18.88,TRUE
2333205018,11,37,43,28,86,120,48,216,219,184,49,7,44,52,176,66,46,104,30,33,46,78.33,27.42,TRUE
2333205107,13,26,37,99,97,273,139,132,134,106,97,9,48,70,215,48,39,9,65,37,13,81.24,28.43,TRUE
2333205352,10,16,47,73,62,139,51,93,136,101,157,12,92,82,113,90,33,37,14,15,31,66.86,23.40,TRUE
2333205425,6,48,59,73,119,137,35,119,11,62,24,36,86,62,96,15,50,8,22,38,31,54.14,18.95,FALSE
2333205859,10,46,37,141,54,117,36,98,86,54,45,9,110,76,94,85,54,21,13,15,66,60.33,21.12,TRUE
2333206201,8,41,120,46,224,284,113,179,97,192,147,,73,103,74,69,,,,,,118.00,29.50,TRUE
2333206413,9,25,125,102,280,101,85,205,98,40,85,14,127,97,90,41,47,20,46,17,85,82.81,28.98,TRUE
2333206553,7,15,31,183,342,82,86,173,73,79,4,13,1,37,23,95,3,1,175,12,10,68.81,24.08,FALSE
2333207223,18,16,31,112,176,104,31,192,116,32,174,12,99,37,152,82,55,24,95,31,85,79.71,27.90,TRUE
2333209005,8,35,57,120,130,128,49,243,74,78,191,15,61,139,85,70,9,15,91,44,57,80.90,28.32,FALSE
2333209251,2,22,193,332,130,43,62,207,47,51,100,5,77,78,24,37,142,24,5,8,4,75.86,26.55,FALSE
2333209358,9,46,113,98,272,147,48,116,82,60,83,,134,70,103,60,56,22,65,60,97,87.05,29.02,TRUE
2333209447,14,63,71,41,176,166,102,271,133,156,67,,238,333,,,,,,,,140.85,30.52,FALSE
2333209510,8,16,81,156,180,237,128,166,64,64,80,,71,168,95,153,22,,,,,105.56,28.15,FALSE
2333210003,15,128,120,198,86,231,102,219,35,56,162,11,46,51,40,47,31,37,48,24,63,83.33,29.17,FALSE
2333210038,9,16,114,72,158,94,30,122,61,64,73,34,71,171,77,38,23,30,43,16,41,64.62,22.62,TRUE
2333210364,6,26,58,58,92,77,16,69,104,105,77,3,40,56,102,41,15,13,111,9,22,52.38,18.33,FALSE
2333210399,13,10,37,52,49,83,41,74,158,101,79,11,166,57,78,150,32,30,38,40,62,64.81,22.68,FALSE
2333210453,10,23,136,54,44,105,48,114,76,272,39,3,26,79,40,26,43,17,62,15,22,59.71,20.90,FALSE
2333210542,7,15,69,99,107,42,63,130,91,24,58,37,45,163,203,70,36,25,20,48,95,68.90,24.12,TRUE
2333210640,8,54,91,76,301,28,21,99,86,54,180,,107,50,58,194,77,30,117,15,83,86.45,28.82,TRUE
2333210712,15,24,104,93,110,131,56,166,277,36,47,,115,158,188,57,55,32,,43,26,91.21,28.88,FALSE
2333210739,2,28,30,28,28,35,50,107,27,16,41,23,34,109,71,19,119,61,115,23,77,49.67,17.38,FALSE
2333210895,14,27,116,56,191,219,13,111,191,151,39,6,75,67,124,124,44,43,22,29,91,83.48,29.22,TRUE
2333210950,12,19,59,168,47,147,79,113,78,196,328,,91,75,142,,,,,,,111.00,25.90,FALSE
2333211093,6,26,119,177,56,88,25,87,62,55,45,4,70,129,101,87,96,59,75,11,53,68.14,23.85,FALSE
2333211239,6,22,64,50,245,171,105,242,89,68,106,9,130,148,169,12,14,1,2,1,2,78.86,27.60,FALSE
2333211301,12,27,70,114,185,68,33,122,93,56,96,5,24,152,294,41,368,,,,,103.53,29.33,TRUE
2333211395,10,15,35,48,68,23,21,149,30,31,84,5,91,64,120,32,48,8,32,25,33,46.29,16.20,FALSE
2333212154,9,26,143,158,87,100,99,86,95,23,137,1,60,98,191,71,55,18,22,33,39,73.86,25.85,FALSE
2333212421,10,24,126,79,1380,79,,,,,,,,,,,,,,,,283.00,28.30,TRUE
2333213029,4,17,33,12,82,24,36,48,40,88,61,5,45,81,102,71,30,15,54,21,53,43.90,15.37,TRUE
2333213347,8,26,76,69,361,89,70,179,125,25,129,16,43,104,35,43,40,20,39,46,34,75.10,26.28,TRUE
2333214335,11,84,118,144,349,99,43,84,257,138,150,,43,148,62,37,,,,,,117.80,29.45,FALSE
2333214441,12,20,52,62,56,78,45,109,59,98,101,10,72,62,120,72,78,21,40,93,110,65.24,22.83,TRUE
2333214637,7,16,59,39,104,106,58,105,62,37,56,6,117,104,86,167,30,21,91,62,54,66.05,23.12,TRUE
2333214971,10,24,57,69,87,135,89,131,113,83,133,15,70,85,131,78,46,89,37,36,70,75.62,26.47,TRUE
2333215234,6,46,125,95,158,182,46,238,67,82,139,8,99,73,53,38,60,29,35,51,57,80.33,28.12,TRUE
2333215285,10,15,27,84,132,158,34,79,44,46,24,2,40,59,93,100,55,10,59,26,19,53.14,18.60,TRUE
2333215587,13,13,61,90,38,118,61,131,62,28,76,8,35,113,89,39,57,30,26,89,63,59.05,20.67,TRUE
2333215731,11,24,104,76,141,66,35,94,40,50,26,2,56,60,82,76,24,9,92,42,35,54.52,19.08,FALSE
2333215749,10,32,48,90,128,133,30,102,65,40,62,9,27,86,52,82,28,10,7,16,24,51.48,18.02,FALSE
2333216371,7,22,58,99,102,260,31,185,80,215,12,,39,124,77,58,17,34,,35,9,77.05,24.40,FALSE
2333216427,6,17,88,71,66,102,52,86,121,83,142,8,63,84,67,59,28,19,22,29,58,60.52,21.18,TRUE
2333216516,10,56,57,53,62,235,39,153,169,44,57,13,62,81,156,125,39,72,91,29,72,79.76,27.92,TRUE
2333216583,3,27,50,34,133,111,24,48,43,72,130,2,66,72,108,84,48,18,53,41,43,57.62,20.17,TRUE
2333217024,13,15,53,51,91,103,58,121,64,53,55,5,345,126,105,99,54,35,23,37,130,77.90,27.27,FALSE
2333217083,8,24,40,85,86,119,42,145,42,154,52,7,67,135,123,59,80,27,90,32,75,71.05,24.87,TRUE
2333217458,11,32,106,146,308,93,34,93,82,83,81,14,44,72,110,67,35,30,59,25,90,76.90,26.92,TRUE
2333217687,9,76,61,82,91,207,134,81,88,84,57,5,32,49,181,116,89,30,168,31,65,82.67,28.93,FALSE
2333218403,8,12,39,81,56,75,36,64,103,96,80,8,48,61,46,52,100,66,17,15,35,52.29,18.30,FALSE
2333219159,7,14,30,47,45,62,87,77,67,82,33,5,37,50,47,62,15,16,5,7,59,40.67,14.23,FALSE
2333219418,24,35,53,44,83,103,38,75,97,39,44,16,88,78,134,115,46,34,123,22,41,63.43,22.20,TRUE
2333219566,13,24,432,69,56,98,38,67,465,51,26,5,33,40,65,87,50,24,41,17,30,82.43,28.85,FALSE
2333219914,14,22,74,90,185,85,42,83,61,69,47,2,39,438,154,32,36,89,141,29,22,83.52,29.23,TRUE
2333220254,11,15,63,70,55,158,52,121,172,92,38,2,63,88,262,72,59,20,97,40,121,79.57,27.85,TRUE
2333220564,5,16,75,53,50,125,46,109,77,71,81,8,56,64,192,144,24,17,200,38,24,70.24,24.58,FALSE
